CustomerKey,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
14693,83,1,43.6242,4,1,1,6,New Customers
14694,206,2,214.8152,2,4,3,9,At Risk
14695,55,1,62.96,4,1,2,7,New Customers
14696,259,1,54.55,1,1,1,3,Lost Customers
14697,89,2,2893.0524,4,4,5,13,Champions
14698,16,1,121.9,5,1,2,8,New Customers
14700,74,1,2080.0681999999997,4,1,4,9,Potential Loyalists
14701,84,2,3014.6567,4,4,5,13,Champions
14702,83,2,2918.3264,4,4,5,13,Champions
14703,313,1,47.269999999999996,1,1,1,3,Lost Customers
14704,326,1,127.9,1,1,3,5,Can't Lose Them
14705,61,1,2055.9682,4,1,4,9,Potential Loyalists
14706,113,1,74.97,3,1,2,6,Potential Loyalists
14707,318,1,39.58,1,1,1,3,Lost Customers
14708,62,2,2991.0025,4,4,5,13,Champions
14709,111,2,4395.8273,3,4,5,12,Loyal Customers
14710,79,1,44.980000000000004,4,1,1,6,New Customers
14711,275,1,92.0273,1,1,2,4,Lost Customers
14712,85,2,2845.0724,4,4,5,13,Champions
14713,24,3,6237.8463,5,5,5,15,Champions
14714,1,3,5159.052299999999,5,5,5,15,Champions
14715,86,1,60.25,4,1,2,7,New Customers
14716,19,3,5062.3182,5,5,5,15,Champions
14717,232,2,182.2384,2,4,3,9,At Risk
14718,296,1,116.5942,1,1,2,4,Lost Customers
14719,5,3,5274.805,5,5,5,15,Champions
14720,64,1,2075.9996,4,1,4,9,Potential Loyalists
14721,16,1,9.98,5,1,1,7,New Customers
14722,145,2,1468.5882000000001,3,4,4,11,Loyal Customers
14723,190,3,107.54,2,5,2,9,Potential Loyalists
14724,188,2,150.04,2,4,3,9,At Risk
14725,19,3,347.1473,5,5,3,13,Loyal Customers
14726,128,2,1493.5582,3,4,4,11,Loyal Customers
14727,136,2,1585.6743999999999,3,4,4,11,Loyal Customers
14728,126,2,1585.6743999999999,3,4,4,11,Loyal Customers
14729,167,1,9.98,3,1,1,5,Potential Loyalists
14730,1,2,2617.0482,5,4,4,13,Champions
14731,20,2,2435.0782,5,4,4,13,Champions
14732,24,2,2448.1555,5,4,4,13,Champions
14733,305,2,1734.5257000000001,1,4,4,9,At Risk
14734,302,2,1733.1799,1,4,4,9,At Risk
14735,284,2,1733.1799,1,4,4,9,At Risk
14736,301,1,107.46000000000001,1,1,2,4,Lost Customers
14737,227,2,1753.5257,2,4,4,10,At Risk
14738,119,2,1503.5782,3,4,4,11,Loyal Customers
14739,103,2,1560.8482,4,4,4,12,Champions
14741,100,2,1586.6455,4,4,4,12,Champions
14742,132,1,14.56,3,1,1,5,Potential Loyalists
14743,174,1,90.7204,3,1,2,6,Potential Loyalists
14744,98,2,1548.1182,4,4,4,12,Champions
14745,152,1,910.7583999999999,3,1,3,7,Potential Loyalists
14746,106,2,1586.6455,4,4,4,12,Champions
14747,91,2,1503.5782,4,4,4,12,Champions
14748,149,1,124.99,3,1,3,7,Potential Loyalists
14749,286,1,108.9799,1,1,2,4,Lost Customers
14750,97,2,1633.7417,4,4,4,12,Champions
14751,180,1,14.56,2,1,1,4,Lost Customers
14752,99,2,1550.6743999999999,4,4,4,12,Champions
14753,96,2,1468.5882000000001,4,4,4,12,Champions
14754,95,2,1563.1381999999999,4,4,4,12,Champions
14755,91,2,1592.5682000000002,4,4,4,12,Champions
14756,116,2,1586.6455,3,4,4,11,Loyal Customers
14757,111,2,1538.5782,3,4,4,11,Loyal Customers
14758,237,1,43.6242,2,1,1,4,Lost Customers
14760,16,3,167.6273,5,5,3,13,Loyal Customers
14761,327,1,43.6242,1,1,1,3,Lost Customers
14762,183,1,9.98,2,1,1,4,Lost Customers
14763,130,1,9.98,3,1,1,5,Potential Loyalists
14764,21,1,12.27,5,1,1,7,New Customers
14765,112,2,98.6042,3,4,2,9,Potential Loyalists
14766,33,1,9.98,5,1,1,7,New Customers
14767,90,1,59.86,4,1,1,6,New Customers
14768,209,1,127.0173,2,1,3,6,Can't Lose Them
14769,88,2,4395.8273,4,4,5,13,Champions
14770,78,2,2883.0724,4,4,5,13,Champions
14771,72,2,2875.3738000000003,4,4,5,13,Champions
14772,65,2,4412.32,4,4,5,13,Champions
14773,181,3,6768.374900000001,2,5,5,12,At Risk
14774,21,3,6188.8482,5,5,5,15,Champions
14775,205,3,8182.0897,2,5,5,12,At Risk
14776,82,1,2082.7424,4,1,4,9,Potential Loyalists
14777,66,1,2122.6924,4,1,4,9,Potential Loyalists
14778,41,2,2870.9524,5,4,5,14,Champions
14779,73,2,3260.9073,4,4,5,13,Champions
14780,62,1,9.57,4,1,1,6,New Customers
14781,13,1,77.60419999999999,5,1,2,8,New Customers
14782,311,1,98.93,1,1,2,4,Lost Customers
14783,97,2,221.93,4,4,3,11,Loyal Customers
14784,23,2,190.5973,5,4,3,12,Loyal Customers
14786,138,1,119.5642,3,1,2,6,Potential Loyalists
14787,29,2,252.6704,5,4,3,12,Loyal Customers
14789,73,2,4392.72,4,4,5,13,Champions
14790,193,3,6866.2369,2,5,5,12,At Risk
14791,188,3,7010.1886,2,5,5,12,At Risk
14792,61,1,2111.3696,4,1,4,9,Potential Loyalists
14793,67,1,2127.7224,4,1,4,9,Potential Loyalists
14794,46,1,2049.0982,5,1,4,10,Potential Loyalists
14795,76,2,4412.32,4,4,5,13,Champions
14796,33,2,3104.0698,5,4,5,14,Champions
14797,64,2,4395.8273,4,4,5,13,Champions
14798,37,2,2999.1198,5,4,5,14,Champions
14799,229,2,174.3157,2,4,3,9,At Risk
14800,60,2,4433.62,4,4,5,13,Champions
14801,48,2,4387.73,5,4,5,14,Champions
14802,54,2,3284.4554,4,4,5,13,Champions
14803,59,2,4363.66,4,4,5,13,Champions
14804,152,2,172.94,3,4,3,10,Loyal Customers
14805,188,1,146.0462,2,1,3,6,Can't Lose Them
14806,197,2,268.6615,2,4,3,9,At Risk
14807,97,1,43.6242,4,1,1,6,New Customers
14808,49,2,193.5573,5,4,3,12,Loyal Customers
14809,147,2,159.8184,3,4,3,10,Loyal Customers
14810,206,1,44.980000000000004,2,1,1,4,Lost Customers
14811,285,1,73.86,1,1,2,4,Lost Customers
14812,212,1,67.96000000000001,2,1,2,5,Lost Customers
14813,14,2,3348.1857,5,4,5,14,Champions
14814,294,2,161.4981,1,4,3,8,At Risk
14815,44,1,91.60419999999999,5,1,2,8,New Customers
14816,19,1,91.60419999999999,5,1,2,8,New Customers
14817,123,1,121.93,3,1,2,6,Potential Loyalists
14818,26,2,3006.9025,5,4,5,14,Champions
14819,37,2,4363.66,5,4,5,14,Champions
14820,316,1,74.53999999999999,1,1,2,4,Lost Customers
14821,286,1,29.99,1,1,1,3,Lost Customers
14822,35,2,4395.8273,5,4,5,14,Champions
14823,31,2,4402.73,5,4,5,14,Champions
14824,49,2,4471.24,5,4,5,14,Champions
14825,191,1,97.4681,2,1,2,5,Lost Customers
14826,134,1,43.6242,3,1,1,5,Potential Loyalists
14827,17,2,4465.8173,5,4,5,14,Champions
14828,257,1,97.95,1,1,2,4,Lost Customers
14829,197,1,90.47,2,1,2,5,Lost Customers
14830,211,3,8125.3238,2,5,5,12,At Risk
14831,45,1,2126.1544,5,1,4,10,Potential Loyalists
14832,48,1,2124.0681999999997,5,1,4,10,Potential Loyalists
14833,50,2,2884.4282,5,4,5,14,Champions
14835,201,1,117.9599,2,1,2,5,Lost Customers
14836,131,2,159.8184,3,4,3,10,Loyal Customers
14837,41,1,145.6515,5,1,3,9,New Customers
14838,4,2,4468.67,5,4,5,14,Champions
14839,202,2,219.5873,2,4,3,9,At Risk
14840,107,2,191.94,4,4,3,11,Loyal Customers
14841,117,1,85.48,3,1,2,6,Potential Loyalists
14842,294,1,145.1984,1,1,3,5,Can't Lose Them
14843,32,2,2882.3638,5,4,5,14,Champions
14844,74,1,107.46000000000001,4,1,2,7,New Customers
14845,314,1,17.26,1,1,1,3,Lost Customers
14846,48,3,6510.979600000001,5,5,5,15,Champions
14847,39,3,6491.979600000001,5,5,5,15,Champions
14848,318,2,2746.5525,1,4,4,9,At Risk
14849,270,1,78.95,1,1,2,4,Lost Customers
14852,107,2,1468.5882000000001,4,4,4,12,Champions
14853,26,2,79.2384,5,4,2,11,Potential Loyalists
14854,126,2,108.8926,3,4,2,9,Potential Loyalists
14855,201,2,3758.7324,2,4,5,11,At Risk
14857,216,2,129.9026,2,4,3,9,At Risk
14858,56,2,230.2584,4,4,3,11,Loyal Customers
14859,317,1,62.54,1,1,2,4,Lost Customers
14860,186,2,99.53,2,4,2,8,Potential Loyalists
14861,56,2,5743.149600000001,4,4,5,13,Champions
14862,122,1,62.269999999999996,3,1,2,6,Potential Loyalists
14863,287,1,64.56,1,1,2,4,Lost Customers
14864,81,1,74.96000000000001,4,1,2,7,New Customers
14865,276,1,89.97,1,1,2,4,Lost Customers
14866,323,1,62.54,1,1,2,4,Lost Customers
14867,168,1,839.48,3,1,3,7,Potential Loyalists
14868,62,2,1613.6154999999999,4,4,4,12,Champions
14870,333,1,119.2957,1,1,2,4,Lost Customers
14871,125,1,856.7684,3,1,3,7,Potential Loyalists
14872,214,1,92.0273,2,1,2,5,Lost Customers
14873,107,1,43.96,4,1,1,6,New Customers
14874,111,1,803.1342,3,1,3,7,Potential Loyalists
14875,102,1,839.48,4,1,3,8,New Customers
14876,229,1,30.87,2,1,1,4,Lost Customers
14877,112,1,887.5473,3,1,3,7,Potential Loyalists
14878,250,1,151.0842,2,1,3,6,Can't Lose Them
14879,68,2,1633.7417,4,4,4,12,Champions
14880,189,2,1699.5357,2,4,4,10,At Risk
14882,44,2,1733.1799,5,4,4,13,Champions
14884,58,2,1787.1499,4,4,4,12,Champions
14885,85,1,1034.0817,4,1,3,8,New Customers
14886,277,1,539.99,1,1,3,5,Can't Lose Them
14887,264,1,100.0073,1,1,2,4,Lost Customers
14889,82,1,21.98,4,1,1,6,New Customers
14890,196,1,43.96,2,1,1,4,Lost Customers
14891,75,2,1528.5682000000002,4,4,4,12,Champions
14892,75,2,1468.5882000000001,4,4,4,12,Champions
14893,85,1,839.48,4,1,3,8,New Customers
14894,85,2,1502.2323999999999,4,4,4,12,Champions
14895,80,2,1502.2323999999999,4,4,4,12,Champions
14896,71,2,1586.6455,4,4,4,12,Champions
14897,90,3,231.8265,4,5,3,12,Loyal Customers
14898,26,1,110.87,5,1,2,8,New Customers
14899,197,1,9.98,2,1,1,4,Lost Customers
14900,77,1,839.48,4,1,3,8,New Customers
14901,320,1,14.56,1,1,1,3,Lost Customers
14902,88,2,1538.5782,4,4,4,12,Champions
14903,257,1,109.5642,1,1,2,4,Lost Customers
14904,27,3,495.9226,5,5,3,13,Loyal Customers
14905,100,1,168.98,4,1,3,8,New Customers
14906,61,2,173.91,4,4,3,11,Loyal Customers
14908,250,1,44.97,2,1,1,4,Lost Customers
14909,306,1,9.98,1,1,1,3,Lost Customers
14910,62,1,839.48,4,1,3,8,New Customers
14911,70,1,897.96,4,1,3,8,New Customers
14912,76,2,1555.8666,4,4,4,12,Champions
14913,71,2,1546.6154999999999,4,4,4,12,Champions
14914,65,2,1592.5682000000002,4,4,4,12,Champions
14915,61,2,1538.5782,4,4,4,12,Champions
14916,318,1,53.94,1,1,1,3,Lost Customers
14917,172,1,90.7204,3,1,2,6,Potential Loyalists
14918,145,1,30.87,3,1,1,5,Potential Loyalists
14919,241,1,12.27,2,1,1,4,Lost Customers
14920,252,1,9.98,2,1,1,4,Lost Customers
14921,310,1,14.56,1,1,1,3,Lost Customers
14922,34,1,14.97,5,1,1,7,New Customers
14923,62,1,30.46,4,1,1,6,New Customers
14924,289,1,43.6242,1,1,1,3,Lost Customers
14925,273,2,2721.5525,1,4,4,9,At Risk
14926,288,2,3071.9442,1,4,5,10,At Risk
14927,337,2,4232.2672999999995,1,4,5,10,At Risk
14928,58,3,6488.278,4,5,5,14,Champions
14929,54,3,6440.6482,4,5,5,14,Champions
14930,272,2,2721.5525,1,4,4,9,At Risk
14931,182,3,6790.484700000001,2,5,5,12,At Risk
14932,137,1,116.0073,3,1,2,6,Potential Loyalists
14934,38,2,285.65160000000003,5,4,3,12,Loyal Customers
14935,292,1,59.86,1,1,1,3,Lost Customers
14936,134,1,159.87,3,1,3,7,Potential Loyalists
14937,49,3,6406.9982,5,5,5,15,Champions
14938,91,2,145.2584,4,4,3,11,Loyal Customers
14939,183,3,8125.0524000000005,2,5,5,12,At Risk
14940,164,3,8134.2096,3,5,5,13,Loyal Customers
14941,32,3,6645.9322,5,5,5,15,Champions
14942,178,1,9.98,3,1,1,5,Potential Loyalists
14943,265,1,73.92,1,1,2,4,Lost Customers
14944,208,2,3072.2799999999997,2,4,5,11,At Risk
14945,350,2,4282.22,1,4,5,10,At Risk
14946,196,2,2800.5025,2,4,5,11,At Risk
14947,51,3,6425.9766,5,5,5,15,Champions
14948,193,2,2815.1567,2,4,5,11,At Risk
14949,24,3,6545.683800000001,5,5,5,15,Champions
14950,11,3,6494.9996,5,5,5,15,Champions
14951,325,2,4153.25,1,4,5,10,At Risk
14952,283,2,4151.9042,1,4,5,10,At Risk
14953,280,2,241.43,1,4,3,8,At Risk
14954,161,1,126.8526,3,1,3,7,Potential Loyalists
14955,133,2,137.95,3,4,3,10,Loyal Customers
14956,284,2,4172.82,1,4,5,10,At Risk
14957,194,2,2850.9925000000003,2,4,5,11,At Risk
14959,109,1,38.6342,4,1,1,6,New Customers
14960,208,2,2802.1767,2,4,5,11,At Risk
14961,264,1,182.54,1,1,3,5,Can't Lose Them
14963,49,1,44.97,5,1,1,7,New Customers
14964,30,1,60.9126,5,1,2,8,New Customers
14965,157,2,2786.0924999999997,3,4,5,12,Loyal Customers
14966,158,2,2746.5525,3,4,4,11,Loyal Customers
14967,216,2,4216.21,2,4,5,11,At Risk
14968,150,1,75.8926,3,1,2,6,Potential Loyalists
14969,237,2,4118.26,2,4,5,11,At Risk
14970,31,2,192.94,5,4,3,12,Loyal Customers
14971,207,1,43.6242,2,1,1,4,Lost Customers
14972,17,1,56.97,5,1,1,7,New Customers
14973,308,1,59.86,1,1,1,3,Lost Customers
14974,7,2,189.6615,5,4,3,12,Loyal Customers
14975,54,2,5720.5922,4,4,5,13,Champions
14976,201,3,6792.042100000001,2,5,5,12,At Risk
14978,193,2,4283.13,2,4,5,11,At Risk
14979,208,2,4211.8642,2,4,5,11,At Risk
14981,218,2,78.55,2,4,2,8,Potential Loyalists
14982,268,2,216.38,1,4,3,8,At Risk
14983,42,2,105.25,5,4,2,11,Potential Loyalists
14984,0,3,6474.9696,5,5,5,15,Champions
14985,288,1,59.959999999999994,1,1,1,3,Lost Customers
14986,93,1,101.60419999999999,4,1,2,7,New Customers
14987,203,1,49.98,2,1,1,4,Lost Customers
14988,185,1,48.54,2,1,1,4,Lost Customers
14989,188,1,64.53999999999999,2,1,2,5,Lost Customers
14990,190,2,4203.12,2,4,5,11,At Risk
14991,19,3,6486.9322,5,5,5,15,Champions
14992,115,1,68.6442,3,1,2,6,Potential Loyalists
14993,163,2,198.8626,3,4,3,10,Loyal Customers
14994,211,1,29.979999999999997,2,1,1,4,Lost Customers
14995,159,2,2854.0125,3,4,5,12,Loyal Customers
14996,180,1,43.96,2,1,1,4,Lost Customers
14997,150,2,4168.24,3,4,5,12,Loyal Customers
14998,142,2,3071.9442,3,4,5,12,Loyal Customers
15000,306,1,91.0562,1,1,2,4,Lost Customers
15001,161,1,61.94,3,1,2,6,Potential Loyalists
15002,137,2,2781.5425,3,4,5,12,Loyal Customers
15003,130,2,3083.12,3,4,5,12,Loyal Customers
15004,145,2,3103.29,3,4,5,12,Loyal Customers
15005,77,2,1502.2323999999999,4,4,4,12,Champions
15006,173,2,2748.1964,3,4,4,11,Loyal Customers
15007,45,3,232.47570000000002,5,5,3,13,Loyal Customers
15008,63,3,209.74099999999999,4,5,3,12,Loyal Customers
15009,228,1,73.92,2,1,2,5,Lost Customers
15010,5,1,110.00730000000001,5,1,2,8,New Customers
15011,171,1,93.03730000000002,3,1,2,6,Potential Loyalists
15012,8,1,43.6242,5,1,1,7,New Customers
15013,238,1,75.92,2,1,2,5,Lost Customers
15014,198,2,3886.12,2,4,5,11,At Risk
15015,206,2,3804.0782,2,4,5,11,At Risk
15016,80,2,1528.5682000000002,4,4,4,12,Champions
15017,341,2,1321.0382,1,4,4,9,At Risk
15018,305,2,168.3546,1,4,3,8,At Risk
15019,124,2,108.89259999999999,3,4,2,9,Potential Loyalists
15020,39,2,88.4726,5,4,2,11,Potential Loyalists
15021,37,2,85.9126,5,4,2,11,Potential Loyalists
15022,113,2,2999.9096,3,4,5,12,Loyal Customers
15023,154,2,2855.6564,3,4,5,12,Loyal Customers
15024,58,2,120.8926,4,4,2,10,Potential Loyalists
15025,120,2,204.9573,3,4,3,10,Loyal Customers
15026,138,2,59.959999999999994,3,4,1,8,Potential Loyalists
15027,105,2,2858.5582,4,4,5,13,Champions
15028,184,2,3826.3996,2,4,5,11,At Risk
15029,200,2,3826.3996,2,4,5,11,At Risk
15030,164,2,3800.3696,3,4,5,12,Loyal Customers
15031,125,2,73.2042,3,4,2,9,Potential Loyalists
15032,152,2,3798.1555,3,4,5,12,Loyal Customers
15033,149,2,3822.3896000000004,3,4,5,12,Loyal Customers
15034,34,2,191.5369,5,4,3,12,Loyal Customers
15035,124,2,3772.4096,3,4,5,12,Loyal Customers
15036,135,2,3783.7324,3,4,5,12,Loyal Customers
15037,129,2,3885.3596000000002,3,4,5,12,Loyal Customers
15038,123,2,3750.0882,3,4,5,12,Loyal Customers
15039,98,2,115.90259999999999,4,4,2,10,Potential Loyalists
15040,124,2,3806.0538,3,4,5,12,Loyal Customers
15041,143,2,3826.3996,3,4,5,12,Loyal Customers
15042,110,2,3806.0538,4,4,5,13,Champions
15043,116,2,3867.5731000000005,3,4,5,12,Loyal Customers
15044,121,2,3878.6925,3,4,5,12,Loyal Customers
15045,155,1,97.0762,3,1,2,6,Potential Loyalists
15046,11,2,5696.0124,5,4,5,14,Champions
15047,9,3,6449.9596,5,5,5,15,Champions
15048,27,3,6450.6538,5,5,5,15,Champions
15049,32,1,92.0273,5,1,2,8,New Customers
15050,180,2,4214.5384,2,4,5,11,At Risk
15051,28,3,6404.7082,5,5,5,15,Champions
15052,32,2,51.44,5,4,1,10,Potential Loyalists
15053,102,1,128.45,4,1,3,8,New Customers
15054,172,2,4202.17,3,4,5,12,Loyal Customers
15055,161,2,4176.9042,3,4,5,12,Loyal Customers
15056,27,3,6546.4659,5,5,5,15,Champions
15057,76,2,122.2484,4,4,2,10,Potential Loyalists
15058,24,3,6416.9666,5,5,5,15,Champions
15059,8,3,6591.6037,5,5,5,15,Champions
15061,149,2,2780.1967,3,4,5,12,Loyal Customers
15062,8,3,6434.3279999999995,5,5,5,15,Champions
15063,139,2,4148.22,3,4,5,12,Loyal Customers
15064,122,2,3000.6284,3,4,5,12,Loyal Customers
15065,300,1,70.52,1,1,2,4,Lost Customers
15066,129,1,49.98,3,1,1,5,Potential Loyalists
15067,118,2,2824.1567,3,4,5,12,Loyal Customers
15068,236,1,134.8426,2,1,3,6,Can't Lose Them
15069,299,1,102.5742,1,1,2,4,Lost Customers
15070,100,2,2795.0924999999997,4,4,5,13,Champions
15071,100,2,2746.5525,4,4,4,12,Champions
15072,96,2,2755.1967,4,4,4,12,Champions
15073,128,2,4143.26,3,4,5,12,Loyal Customers
15075,41,2,78.6242,5,4,2,11,Potential Loyalists
15076,10,1,162.6716,5,1,3,9,New Customers
15077,9,3,6444.2224,5,5,5,15,Champions
15078,3,3,6425.683800000001,5,5,5,15,Champions
15079,103,2,2731.5425,4,4,4,12,Champions
15080,171,3,8061.3738,3,5,5,13,Loyal Customers
15081,8,2,5654.2696,5,4,5,14,Champions
15082,206,3,6885.1607,2,5,5,12,At Risk
15083,29,2,5667.3182,5,4,5,14,Champions
15084,153,3,6770.4920999999995,3,5,5,13,Loyal Customers
15085,167,3,7003.5355,3,5,5,13,Loyal Customers
15086,126,3,6761.2275,3,5,5,13,Loyal Customers
15087,1,2,5679.6466,5,4,5,14,Champions
15088,1,2,5691.1682,5,4,5,14,Champions
15089,16,2,5671.3282,5,4,5,14,Champions
15090,157,1,168.98,3,1,3,7,Potential Loyalists
15091,235,1,49.96,2,1,1,4,Lost Customers
15092,253,1,44.57,2,1,1,4,Lost Customers
15093,48,3,6778.2491,5,5,5,15,Champions
15094,41,3,6616.173199999999,5,5,5,15,Champions
15095,19,3,6757.9363,5,5,5,15,Champions
15096,101,1,69.99,4,1,2,7,New Customers
15097,146,3,8150.1682,3,5,5,13,Loyal Customers
15098,155,1,45.160000000000004,3,1,1,5,Potential Loyalists
15099,197,1,94.57000000000001,2,1,2,5,Lost Customers
15100,173,3,6735.9821,3,5,5,13,Loyal Customers
15101,161,3,6710.6007,3,5,5,13,Loyal Customers
15102,33,2,160.21620000000001,5,4,3,12,Loyal Customers
15103,24,2,148.11,5,4,3,12,Loyal Customers
15104,160,1,69.99,3,1,2,6,Potential Loyalists
15105,300,1,118.0573,1,1,2,4,Lost Customers
15106,135,3,8186.343800000001,3,5,5,13,Loyal Customers
15107,276,1,69.99,1,1,2,4,Lost Customers
15108,83,2,245.2415,4,4,3,11,Loyal Customers
15109,197,1,118.0573,2,1,2,5,Lost Customers
15110,1,1,69.99,5,1,2,8,New Customers
15112,319,1,117.08619999999999,1,1,2,4,Lost Customers
15114,158,3,6736.2207,3,5,5,13,Loyal Customers
15115,170,1,117.08619999999999,3,1,2,6,Potential Loyalists
15116,171,3,7018.507,3,5,5,13,Loyal Customers
15117,151,3,6759.352199999999,3,5,5,13,Loyal Customers
15118,129,3,8063.7166,3,5,5,13,Loyal Customers
15119,16,2,76.15,5,4,2,11,Potential Loyalists
15120,52,3,5001.352,4,5,5,14,Champions
15121,15,3,4964.149200000001,5,5,5,15,Champions
15122,14,3,4978.1062,5,5,5,15,Champions
15123,35,2,114.59729999999999,5,4,2,11,Potential Loyalists
15125,24,2,112.8973,5,4,2,11,Potential Loyalists
15126,61,2,119.91569999999999,4,4,2,10,Potential Loyalists
15127,24,3,4975.8078000000005,5,5,5,15,Champions
15128,231,2,104.9173,2,4,2,8,Potential Loyalists
15129,25,3,4945.8178,5,5,5,15,Champions
15130,22,3,4966.8278,5,5,5,15,Champions
15131,130,2,106.6173,3,4,2,9,Potential Loyalists
15132,30,2,196.28570000000002,5,4,3,12,Loyal Customers
15133,3,3,5021.7934000000005,5,5,5,15,Champions
15134,29,3,4913.7678,5,5,5,15,Champions
15135,90,2,4145.4878,4,4,5,13,Champions
15136,111,2,63.2142,3,4,2,9,Potential Loyalists
15137,238,2,196.52679999999998,2,4,3,9,At Risk
15138,63,2,172.3446,4,4,3,11,Loyal Customers
15139,247,2,83.6242,2,4,2,8,Potential Loyalists
15140,61,2,88.20419999999999,4,4,2,10,Potential Loyalists
15141,4,2,96.94,5,4,2,11,Potential Loyalists
15142,31,2,187.49810000000002,5,4,3,12,Loyal Customers
15143,81,2,4120.5178,4,4,5,13,Champions
15144,81,2,4098.1964,4,4,5,13,Champions
15145,63,2,4125.0978,4,4,5,13,Champions
15146,167,2,172.8826,3,4,3,10,Loyal Customers
15147,143,2,152.6904,3,4,3,10,Loyal Customers
15148,203,2,119.7323,2,4,2,8,Potential Loyalists
15149,41,2,91.60419999999999,5,4,2,11,Potential Loyalists
15150,88,2,4140.4978,4,4,5,13,Champions
15151,67,2,4098.1964,4,4,5,13,Champions
15152,68,2,4240.6564,4,4,5,13,Champions
15153,120,2,138.96,3,4,3,10,Loyal Customers
15154,280,1,83.0573,1,1,2,4,Lost Customers
15155,178,2,2860.1064,3,4,5,12,Loyal Customers
15156,276,1,134.97,1,1,3,5,Can't Lose Them
15157,30,3,223.92000000000002,5,5,3,13,Loyal Customers
15158,317,1,43.6242,1,1,1,3,Lost Customers
15159,41,1,16.85,5,1,1,7,New Customers
15161,307,1,12.27,1,1,1,3,Lost Customers
15162,38,3,169.94,5,5,3,13,Loyal Customers
15163,106,1,14.56,4,1,1,6,New Customers
15164,162,1,4.99,3,1,1,5,Potential Loyalists
15165,172,1,43.6242,3,1,1,5,Potential Loyalists
15166,162,2,2836.4578,3,4,5,12,Loyal Customers
15167,135,2,2871.7562,3,4,5,12,Loyal Customers
15168,99,1,48.6142,4,1,1,6,New Customers
15169,110,2,2928.188,4,4,5,13,Champions
15170,82,2,4142.8392,4,4,5,13,Champions
15171,86,2,4179.317800000001,4,4,5,13,Champions
15172,45,4,309.90999999999997,5,5,3,13,Loyal Customers
15173,250,1,60.5842,2,1,2,5,Lost Customers
15174,96,1,144.81,4,1,3,8,New Customers
15175,64,2,4620.0166,4,4,5,13,Champions
15176,66,2,4481.108200000001,4,4,5,13,Champions
15177,33,1,9.57,5,1,1,7,New Customers
15178,76,2,4218.4678,4,4,5,13,Champions
15179,69,2,4203.9878,4,4,5,13,Champions
15180,67,2,4221.463400000001,4,4,5,13,Champions
15181,83,2,4220.4434,4,4,5,13,Champions
15182,62,2,4142.8392,4,4,5,13,Champions
15183,71,2,4125.0978,4,4,5,13,Champions
15184,88,2,4206.4434,4,4,5,13,Champions
15185,75,2,4147.4192,4,4,5,13,Champions
15186,271,1,104.2885,1,1,2,4,Lost Customers
15187,63,2,4525.6882000000005,4,4,5,13,Champions
15188,74,2,1564.5108,4,4,4,12,Champions
15189,74,2,1468.5882000000001,4,4,4,12,Champions
15190,23,1,105.3357,5,1,2,8,New Customers
15191,87,2,1468.5882000000001,4,4,4,12,Champions
15192,81,2,4138.1864,4,4,5,13,Champions
15193,122,2,2918.072,3,4,5,12,Loyal Customers
15194,131,2,2877.4378,3,4,5,12,Loyal Customers
15195,124,2,2847.1463999999996,3,4,5,12,Loyal Customers
15196,145,2,2897.7907,3,4,5,12,Loyal Customers
15197,3,2,220.85,5,4,3,12,Loyal Customers
15198,323,1,14.56,1,1,1,3,Lost Customers
15199,130,2,2755.0663999999997,3,4,4,11,Loyal Customers
15200,141,2,2810.5078,3,4,5,12,Loyal Customers
15201,62,2,4563.4196,4,4,5,13,Champions
15202,151,1,25.880000000000003,3,1,1,5,Potential Loyalists
15203,130,2,2906.6364,3,4,5,12,Loyal Customers
15204,74,2,4204.132,4,4,5,13,Champions
15205,62,2,4194.689200000001,4,4,5,13,Champions
15206,69,2,121.2584,4,4,2,10,Potential Loyalists
15207,62,2,4197.8292,4,4,5,13,Champions
15208,105,2,2959.8566,4,4,5,13,Champions
15209,91,2,2924.8566,4,4,5,13,Champions
15210,87,2,2948.3696,4,4,5,13,Champions
15211,39,2,2910.8996,5,4,5,14,Champions
15212,7,2,106.57419999999999,5,4,2,11,Potential Loyalists
15213,35,2,2818.5882,5,4,5,14,Champions
15214,85,2,4273.5496,4,4,5,13,Champions
15215,77,2,4247.584000000001,4,4,5,13,Champions
15216,264,2,166.6062,1,4,3,8,At Risk
15217,32,2,82.52,5,4,2,11,Potential Loyalists
15218,89,2,4153.1864,4,4,5,13,Champions
15219,88,2,4153.1864,4,4,5,13,Champions
15220,65,2,4143.1764,4,4,5,13,Champions
15221,67,2,4245.2182,4,4,5,13,Champions
15222,63,2,173.6904,4,4,3,11,Loyal Customers
15223,80,2,4120.5178,4,4,5,13,Champions
15224,33,2,115.45419999999999,5,4,2,11,Potential Loyalists
15225,65,2,4155.5178,4,4,5,13,Champions
15226,72,2,4142.8392,4,4,5,13,Champions
15227,61,2,4250.636399999999,4,4,5,13,Champions
15228,76,2,4159.444799999999,4,4,5,13,Champions
15229,49,2,2843.5582,5,4,5,14,Champions
15230,130,1,202.95,3,1,3,7,Potential Loyalists
15231,88,1,57.1923,4,1,1,6,New Customers
15232,130,2,104.93,3,4,2,9,Potential Loyalists
15233,100,2,84.97,4,4,2,10,Potential Loyalists
